"No.","Time","Source","Destination","Protocol","Length","Info"
"113","0.400784","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=78193 Ack=1 Win=83 Len=2896 TSval=1026079925 TSecr=308457087"
"114","0.408707","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=81089 Ack=1 Win=83 Len=2896 TSval=1026079925 TSecr=308457087"
"115","0.413246","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=83985 Ack=1 Win=83 Len=2896 TSval=1026079928 TSecr=308457091"
"116","0.414016","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=83985 Win=253 Len=0 TSval=308457130 TSecr=1026079925"
"117","0.424201","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=86881 Win=264 Len=0 TSval=308457134 TSecr=1026079928"
"118","0.424259","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=37649 Win=263 Len=0 TSval=308457134 TSecr=1026079903"
"119","0.424196","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=86881 Ack=1 Win=83 Len=2896 TSval=1026079947 TSecr=308457103"
"120","0.433175","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=89777 Win=275 Len=0 TSval=308457145 TSecr=1026079947"
"121","0.441072","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=89777 Ack=1 Win=83 Len=2896 TSval=1026079970 TSecr=308457130"
"122","0.451887","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=92673 Win=287 Len=0 TSval=308457162 TSecr=1026079970"
"123","0.451881","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=92673 Ack=1 Win=83 Len=2896 TSval=1026079970 TSecr=308457130"
"124","0.458226","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=95569 Win=298 Len=0 TSval=308457173 TSecr=1026079970"
"125","0.458223","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=37649 Ack=1 Win=83 Len=1448 TSval=1026079980 TSecr=308457134"
"126","0.458224","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=39097 Ack=1 Win=83 Len=1448 TSval=1026079980 TSecr=308457134"
"127","0.466494","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=40545 Win=263 Len=0 TSval=308457179 TSecr=1026079980"
"128","0.474444","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=95569 Ack=1 Win=83 Len=2896 TSval=1026080004 TSecr=308457162"
"129","0.477392","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=98465 Ack=1 Win=83 Len=2896 TSval=1026080004 TSecr=308457162"
"130","0.480282","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=98465 Win=309 Len=0 TSval=308457195 TSecr=1026080004"
"131","0.480278","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=101361 Ack=1 Win=83 Len=2896 TSval=1026080004 TSecr=308457162"
"132","0.484190","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=101361 Win=321 Len=0 TSval=308457198 TSecr=1026080004"
"133","0.486326","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=104257 Win=332 Len=0 TSval=308457201 TSecr=1026080004"
"134","0.486343","10.0.0.2","10.0.0.1","TCP","2962","38968  >  5001 [PSH, ACK] Seq=40545 Ack=1 Win=83 Len=2896 TSval=1026080020 TSecr=308457179"
"135","0.488051","10.0.0.2","10.0.0.1","TCP","2962","38968  >  5001 [PSH, ACK] Seq=43441 Ack=1 Win=83 Len=2896 TSval=1026080020 TSecr=308457179"
"136","0.492054","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=43441 Win=263 Len=0 TSval=308457207 TSecr=1026080020"
"137","0.505882","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=46337 Win=263 Len=0 TSval=308457209 TSecr=1026080020"
"138","0.505911","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=104257 Ack=1 Win=83 Len=2896 TSval=1026080032 TSecr=308457195"
"139","0.512364","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=107153 Win=343 Len=0 TSval=308457227 TSecr=1026080032"
"140","0.512354","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=107153 Ack=1 Win=83 Len=2896 TSval=1026080032 TSecr=308457195"
"141","0.514303","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=110049 Ack=1 Win=83 Len=2896 TSval=1026080037 TSecr=308457198"
"142","0.517511","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=110049 Win=354 Len=0 TSval=308457233 TSecr=1026080032"
"143","0.520137","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=112945 Win=366 Len=0 TSval=308457235 TSecr=1026080037"
"144","0.523054","10.0.0.2","10.0.0.1","TCP","2962","38968  >  5001 [PSH, ACK] Seq=46337 Ack=1 Win=83 Len=2896 TSval=1026080058 TSecr=308457209"
"145","0.526885","10.0.0.2","10.0.0.1","TCP","2962","38968  >  5001 [PSH, ACK] Seq=49233 Ack=1 Win=83 Len=2896 TSval=1026080058 TSecr=308457209"
"146","0.529861","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=49233 Win=263 Len=0 TSval=308457244 TSecr=1026080058"
"147","0.535007","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=52129 Win=263 Len=0 TSval=308457248 TSecr=1026080058"
"148","0.535017","10.0.0.2","10.0.0.1","TCP","2962","[TCP Previous segment not captured] 38970  >  5001 [PSH, ACK] Seq=120185 Ack=1 Win=83 Len=2896 TSval=1026080069 TSecr=308457233"
"149","0.542754","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=112945 Win=377 Len=0 TSval=308457256 TSecr=1026080037 SLE=120185 SRE=123081"
